QKEY,INTERVIEW_START_W116,INTERVIEW_END_W116,DEVICE_TYPE_W116,LANG_W116,FORM_W116,XCITIZEN_W116,XW78NONRESP_W116,XW91NONRESP_W116,SATIS_W116,POL1JB_W116,POL1JBSTR_W116,INSTN_CHR_W116,INSTN_CLGS_W116,INSTN_K12_W116,INSTN_LBRUN_W116,INSTN_TECHCMP_W116,INSTN_SMBUS_W116,INSTN_BNKS_W116,INSTN_MIL_W116,INSTN_LGECRP_W116,MIDCMPGN_W116,MATTERSCONG_W116,CONG_W116,CONGA_W116,PLAN1_W116,HOWPLANVOTE_W116,HOWVOTED_W116,PLANABSENT_W116,FIRSTVOTE22_W116,POL10_W116,REPCONGEX_W116,DEMCONGEX_W116,ISSUECONG_ABTN_W116,ISSUECONG_ECON_W116,ISSUECONG_IMM_W116,ISSUECONG_HEALTH_W116,ISSUECONG_RCE_W116,ISSUECONG_TINVEST2_W116,ISSUECONG_EDUC_W116,ISSUECONG_ENG_W116,ISSUECONG_BINVEST1_W116,ISSUECONG_GUN_W116,ISSUECONG_SCOTUS_W116,ISSUECONG_GOV_W116,ISSUECONG_DEMO_W116,ISSUECONG_CLIM_W116,ISSUECONG_BINVEST2_W116,ISSUECONG_FP_W116,ISSUECONG_COV_W116,ISSUECONG_CRIM_W116,ISSUECONG_VTPOL_W116,ISSUECONG_TINVEST1_W116,DRLEAD_W116,WOMENOBS_W116,OPENIDEN_W116,GOODEVIL_W116,POORASSIST_W116,SUPERPWR_W116,WHADVANT_W116,THERMTRUMP_W116,THERMTRUMP_REFUSED_W116,THERMBIDEN_W116,THERMBIDEN_REFUSED_W116,VTADMIN_COM_W116,VTADMIN_US_W116,VOTETRAITS_a_W116,VOTETRAITS_b_W116,VOTETRAITS_c_W116,VOTETRAITS_d_W116,VTCOUNT_INP_W116,VTCOUNT_ABS_W116,VTEASY_W116,CONCEDECONG_W116,ECON1_W116,ECON1B_W116,PERSFNC_W116,PERSFNCB_W116,ECONCONC_PRICE_W116,ECONCONC_UNEM_W116,ECONCONC_LAB_W116,ECONCONC_ENG2_W116,ECONCONC_SHTG_W116,ECONCONC_REAL_W116,ECONCONC_STCK_W116,ALLIES_W116,ISLMVIOL_W116,REGULATE_W116,WAGEGAP_a_W116,WAGEGAP_b_W116,WAGEGAP_c_W116,VTPPL1_W116,VTPPL2_SUM_W116,ELRULE_FAIR_W116,ELRULE_EASE_W116,ELRULE_PTY_W116,CANDHOUKN_W116,CANDHOUSAT_W116,PREDELEC_a_W116,PREDELEC_b_W116,GAYMARR2_W116,MARIJUANA3_W116,EMPLSIT_W116,BOSS_W116,PRESSURESELF_a_W116,PRESSURESELF_b_W116,PRESSURESELF_c_W116,JAN6ATTN_W116,JAN6CMTHEAR_W116,JAN6CONFCM_W116,JAN6_DTRESP_W116,CHINA_RIGHTS_W116,CHINA_ECONCOMP_W116,CHINA_MILPOWER_W116,CHINA_TAIWAN_W116,CHINA_RUSSIA_W116,CHINA_XI_W116,VISITS2_W116,REG_W116,PLANREG_W116,VOTE_MOTIV_W116,HORSE_W116,ERNLAB_CPS_W112,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_VOTED2020,F_VOTEGEN2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W116
201801168927,10/13/2022 12:36:28,10/13/2022 12:51:08,2,1,2,1,2,2,1,1,1,1,1,1,1, , , ,1,1,2,1,4,2,2, ,4, ,2,1,3,3,1,1,1,1,1,3, , , ,1,3,1,1,1,3, , , , , ,2,2,1,1,1,1,1,0, ,75, ,2,2, , , , , , ,2,2,4,2,4,3,1,2,2,1,2,1,2,1,2,1,2,1,1, ,2,1, , ,2,2,2,2,1,1,4, , , , ,3,1,2,3,2,2,1,2,3,2,99,1, ,2,2,2,1,4,8,3,2,2,3,1,2, ,1,4,4,1,1,2,11, ,4,6,2, ,2,3,1,2,1,3,2,2,1,0.7909195492200137
201801169134,10/12/2022 17:11:45,10/12/2022 17:24:05,2,1,2,1,2,2,2,1,2,2,2,2,2, , , ,2,2,2,1,2, ,1,3, ,2,2,3,5,3,1,1,3,2,4,2, , , ,1,1,2,1,2,4, , , , , ,2,1,1,2,1,1,3,0, ,75, ,1,1, , , , , , ,1,1,4,2,4,2,1,4,3,1,2,1,2,1,2,1,2,2,1, ,1,1, , ,3,4,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,3,1,1,2,1,1, ,1,2,2,1,4,8,1,2,1,2,3,2, ,1,1,1,1,1,6,12, ,3,6,3,2,2,3,1,2,99,3,2,2,99,0.8618371064538833
201801169224,10/11/2022 15:20:13,10/11/2022 15:30:50,2,1,2,1,2,2,2,2,1,2,1,1,1, , , ,2,2,4,4,4,2,3, , , , ,3,5,3,1,2,1,1,1,3, , , ,2,2,1,2,2,3, , , , , ,2,2,1,1,1,1,2,20, ,80, ,2,2, , , , , , ,2,2,3,1,4,1,1,2,1,1,2,1,3,2,2,1,2,2,1, ,2,1, , ,4,3,2,2,1,1,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,2,3,2, , ,2,1,2,4,1,2,2,3,1,2, ,1,1,1,1,1,3,10, ,3,6,3,2,2,3,2, ,3,3,1,2,2,1.022005404943872
201801169317,10/11/2022 15:49:14,10/11/2022 16:05:37,2,1,2,1,2,2,2,2,1,1,2,1,2, , , ,1,2,2,3,1, ,1,3, ,3,2,3,4,4,1,2,2,1,2,1, , , ,3,3,3,1,3,3, , , , , ,1,2,1,1,3,2,2,0, ,50, ,2,2, , , , , , ,1,1,3,3,2,3,1,2,2,2,1,2,3,1,2,1,1,1,1, ,2,1, , ,3,3,1,1,1,2,3, , , , ,2,3,3,2,2,2,1,2,2,3,1,1, ,2,1,2,1,4,8,2,3,2,2,3,2, ,1,1,1,1,1,1,1,1,1,6,1, ,1,2,1,2,6,3,2,2,2,0.9407498860517576
201801169534,10/11/2022 15:36:48,10/11/2022 16:11:57,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1, , ,3,1,1, ,1,2, , ,2,3,4,4,2,1,2, , , ,1,1,4, , , , , , ,1,4,2,2,4,1,1,1,1,1,2,4,5, ,10, ,2,2,1,1,2,1,2,3, ,2,3,2,2,2,2,4,2,1,4,1,3,1,1,1,2,1,3,2, , ,1,3,3,4,1,2,2,1,1,2,2,4,4,3,2,2,2,1,1,1,1,1,1,1,1, ,4,1,2,1,4,8,1,2,1,2,3,2, ,1,1,1,1,1,6,1,2,1,5,3,1,1,1,1,1,7,2,2,2,3,1.2323938248651063
201801169727,10/11/2022 15:19:54,10/11/2022 15:44:31,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,99, , ,2,1,2, ,1,3, ,3,2,1,4,3,1,1,1, , , ,1,1,4, , , , , , ,1,3,1,1,1,2,1,1,2,3,1,1,0, ,70, ,1,2,1,1,2,1,2,2, ,1,3,1,3,3,1,3,2,1,2,1,2,1,2,1,1,1,1,1, , ,3,3,3,2,2,2,3,1,5, , , , ,2,1,1,1,1,2,1,1,1,1,2,1, ,2,2,2,1,4,8,2,4,2,3,2,2, ,1,1,1,1,1,1,1,1,1,5,2, ,2,4,1,2,1,4,2,2,1,0.8604929414558922
201801169772,10/11/2022 16:27:21,10/11/2022 16:40:54,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1, , ,2,2,2, ,1,3, ,3,2,3,4,1,2,1,3, , , ,1,2,3, , , , , , ,1,2,1,1,1,2,2,1,1,1,2,1,0, ,100, ,2,2,1,1,2,1,1,1, ,1,2,3,2,3,1,1,2,2,2,2,2,1,2,1,1,2,1,1, , ,1,2,2,2,2,2,1,2,3, , , , ,2,2,3,1,1,1,1,1,1,1,2,1, ,2,2,2,1,4,8,3,3,1,3,2,2, ,1,1,1,1,1,6,12, ,3,6,2, ,2,3,1,2,1,2,1,2,1,1.0746471857312212
201801169860,10/11/2022 15:23:31,10/13/2022 21:45:29,2,1,2,1,2,2,2,2,1,1,2,1,1, , , ,1,2,1,1,1, ,1,3, ,3,2,2,3,2,1,1,1,2,2,4, , , ,1,2,1,2,3,1, , , , , ,1,1,1,1,3,1,2,40, ,20, ,2,2, , , , , , ,2,1,4,1,1,1,1,3,1,1,3,1,1,1,1,1,2,1,2, ,2,1, , ,2,3,1,1,3,2,1,3,2,2,2,1,2,3,2,2,1,2,2,2,3,1,1, ,1,1,2,1,4,8,2,3,1,1,6,2, ,1,1,1,1,1,1,2,2,2,2,1, ,1,1,1,1,9,2,2,1,3,0.723682723590546
201801169923,10/11/2022 19:17:53,10/11/2022 19:27:51,1,1,2,1,2,2,1,1,1,2,1,1,1, , , ,1,2,1,1,2, ,1,3, ,2,2,1,2,2,1,2,3,1,1,1, , , ,1,1,3,1,1,4, , , , , ,2,2,1,2,1,2,1,0, ,100, ,2,2, , , , , , ,1,1,2,1,2,3,1,2,2,1,2,3,2,1,2,1,1,1,1, ,2,2, , ,1,4,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1, ,1,2,2,1,4,8,2,3,1,2,4,2, ,1,1,1,1,1,1,1,2,1,4,2, ,2,4,1,2,8,5,2,2,2,0.768185668253076
201801169948,10/11/2022 15:55:39,10/11/2022 16:17:58,2,1,2,1,2,2,2,2,1,1,2,2,2, , , ,2,2,1,1,1, ,1,2, , ,2,2,4,5,1,1,1,2,4,4, , , ,1,1,1,1,4,1, , , , , ,1,1,2,1,2,1,3,90, ,0, ,2,2, , , , , , ,1,2,3,2,3,3,1,2,2,1,2,2,1,2,1,2,2,1,3, ,2,1, , ,2,2,1,1,4,1,1,1,3,3,5,1,2,4,2,1,1,1,1,1,1,1,1, ,1,1,2,1,4,8,2,3,1,2,3,2, ,1,1,1,1,1,1,1,1,1,5,1, ,1,1,1,1,7,1,2,2,2,0.9849100365025126
201801170061,10/13/2022 20:08:01,10/13/2022 20:36:19,2,1,1,1,2,2,1,1,1,99,1,99,99,1,99,1, , ,1,1,2, ,1,3, ,3,2,1,5,2,1,2,2, , , ,2,1,4, , , , , , ,1,1,2,1,2,2,2,1,2,3,1,2,0, ,80, ,2,2,1,1,1,1,2,1, ,1,2,1,2,3,2,2,2,2,2,2,3,1,2,1,2,2,1,1, , ,1,1,2,4,2,2,1,1,5, , , , ,2,1,1,1,2,2,2,2,1,1,2,1, ,1,2,2,1,4,8,2,4,1,2,4,2, ,1,2,2,1,1,5,2,2,2,5,2, ,2,3,1,2,2,3,2,1,2,0.21282095003228008
201801170128,10/12/2022 00:27:54,10/12/2022 00:51:38,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1, , ,3,2,4,4,3, , , , ,2,3,3,1,1,1, , , ,1,1,2, , , , , , ,2,2,1,1,2,3,99,1,1,1,1,1,52, ,48, ,2,3,1,1,1,2,2,3, ,1,3,3,3,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2, , ,3,1,4,2,1,2,2,1,1,3,1,2,2,2,3,3,1,1,1,1,1,1,1,2,3,2, , ,2,1,4,8,2,1,2,1,5,1,1,1,99,3,1,1,2,3,2,4,6,3,2,2,3,2, ,3,3,1,2,2,1.0843927415013737
201801170173,10/12/2022 13:40:00,10/12/2022 15:20:11,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2, , ,1,1,2, ,1,3, ,3,2,3,5,2,1,1,2, , , ,1,2,4, , , , , , ,2,3,2,1,1,2,2,1,1,1,1,2,0, ,8, ,1,3,1,1,1,1,1,2, ,1,3,1,2,3,1,2,1,1,2,1,2,1,2,1,3,3,2,1, , ,3,3,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,3,1,1, ,1,2,2,1,4,8,2,3,1,1,5,2, ,4,1,1,1,4,1,6, ,4,4,2, ,2,3,1,2,9,3,1,2,3,0.9678472095897387
201801170295,10/11/2022 16:44:06,10/11/2022 16:55:47,1,1,1,1,2,2,2,2,1,2,2,2,99,99,2,2, , ,1,1,1, ,1,4, , ,2,3,1,5,2,1,1, , , ,2,1,1, , , , , , ,2,3,1,2,4,1,1,2,1,3,1,4,75, ,0, ,2,3,1,1,1,1,2,2, ,1,3,1,4,1,1,3,1,1,1,1,1,1,2,1,1,2,3,2, , ,3,3,2,2,1,1,4,2,5, , , , ,1,3,4,3,1,2,1,1,1,1,1,1, ,2,1,2,1,4,8,3,4,2,2,3,2, ,1,1,1,1,1,1,1,2,1,6,1, ,1,1,1,1,1,2,3,2,1,1.1367460536888498
201801170299,10/12/2022 19:59:28,10/12/2022 20:25:13,1,1,2,1,2,2,1,1,1,2,1,2,1, , , ,1,2,1,1,2, ,1,3, ,3,2,3,4,4,1,2,2,1,1,1, , , ,1,1,3,1,1,4, , , , , ,2,2,1,1,1,1,1,0, ,90, ,1,2, , , , , , ,3,1,2,3,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1, ,1,1, , ,2,1,2,2,1,1,1,3,1,1,2,3,1,1,1,2,2,1,2,1,2,1,1, ,1,2,1,1,4,9,1,4,2,1,5,1,1,1,4,3,1,1,1,5, ,4,4,2, ,2,4,1,2,5,4,2,1,2,0.8048427206830936
201801170396,10/15/2022 11:09:49,10/15/2022 11:25:39,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2, , ,2,2,2, ,1,3, ,3,2,3,4,3,1,2,3, , , ,1,2,3, , , , , , ,1,2,3,1,2,2,2,1,2,1,2,1,12, ,73, ,2,3,1,1,1,1,2,2, ,2,3,1,4,1,2,3,3,3,2,1,3,1,1,2,2,2,2,2, , ,3,3,3,3,2,2,1,1,1,2,3,1,1,3,2,1,1,1,2,2,2,2,2,1,3,1,3, ,2,1,3,7,1,2,1,1,5,2, ,1,1,1,1,1,2,7, ,4,5,2, ,2,4,1,2,1,5,1,2,1,0.985028517727616
201801170459,10/11/2022 15:40:53,10/11/2022 15:58:04,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1, , ,3,1,2, ,3, , , , ,3,4,3,1,1,2, , , ,1,2,2, , , , , , ,2,2,2,2,2,2,2,1,2,1,1,1,0, ,50, ,1,1,1,1,1,1,1,1, ,1,4,2,3,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1, , ,3,3,2,3,2,2,3,1,1,1,1,1,1,2,2,3,3,2,2,1,2,1,2,2,3,2, , ,2,1,4,8,1,2,2,2,3,2, ,1,1,1,1,1,2,12, ,3,6,4,2,2,3,2, ,2,3,1,2,1,1.2467481224909152
201801170486,10/12/2022 11:54:03,10/12/2022 12:28:58,2,1,2,1,1,2,1,1,2,1,1,1,1, , , ,1,1,2,1,1, ,1,3, ,3,2,3,4,4,1,1,1,1,2,3, , , ,2,1,2,1,2,3, , , , , ,3,1,1,1,3,1,4,20, ,50, ,1,1, , , , , , ,1,2,3,3,4,3,1,1,1,1,2,1,2,1,1,1,3,3,1, ,1,1, , ,2,2,2,2,3,2,5, , , , ,3,2,2,1,3,2,1,1,1,2,2,1, ,1,1,2,1,4,8,1,4,1,2,3,2, ,1,1,1,1,1,5,1,1,1,1,1, ,1,1,1,1,1,2,2,1,2,0.9946968511573414
201801170505,10/13/2022 17:38:51,10/13/2022 18:13:12,1,1,2,1,2,2,2,1,1,2,1,1,2, , , ,1,2,1,1,2, ,1,3, ,3,2,3,5,3,1,1,1,1,1,1, , , ,1,1,2,1,1,4, , , , , ,2,2,1,1,3,1,2,0, ,85, ,1,1, , , , , , ,1,1,3,3,3,1,2,2,1,1,1,1,2,1,2,1,3,3,1, ,3,1, , ,3,2,2,2,1,1,5, , , , ,3,1,1,1,2,1,2,1,2,2,1,1, ,1,2,2,1,4,8,2,4,2,1,5,2, ,1,1,1,1,1,1,5, ,4,2,2, ,2,4,1,2,9,4,2,2,3,0.9636485400417328
201801170559,10/11/2022 15:41:13,10/11/2022 15:59:59,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2, , ,1,1,1, ,1,2, , ,2,2,2,5,2,1,1, , , ,1,1,2, , , , , , ,2,4,1,1,4,1,1,2,1,2,1,3,99, ,1, ,3,3,1,1,1,1,2,3, ,2,4,2,3,3,1,2,2,1,1,1,2,1,1,2,1,1,3,2, , ,3,3,2,2,1,1,3,2,2,3,1,3,2,1,1,4,3,2,2,1,1,1,2,1,1, ,1,1,2,1,4,8,2,4,1,1,6,2, ,1,1,1,1,1,1,1,1,1,2,1, ,1,1,2, ,9,1,2,2,3,0.8858219871763925
201801170848,10/11/2022 17:08:44,10/11/2022 17:23:54,2,1,2,1,2,2,2,2,2,1,2,2,2, , , ,1,2,4,4,4,4,1,3, ,2,2,3,2,5,1,1,2,1,1,4, , , ,1,1,1,1,1,2, , , , , ,3,2,2,2,2,1,4,75, ,63, ,1,2, , , , , , ,1,2,4,2,3,1,1,2,1,1,1,3,1,1,2,1,3,1,1, ,2,1, , ,4,3,1,1,3,1,1,3,1,1,1,1,3,4,2,1,1,1,2,1,3,2,1, ,3,4,1,1,4,8,2,3,1,2,3,2, ,1,1,1,1,1,1,12, ,3,6,1, ,1,2,1,1,6,3,1,1,2,0.9043660092542738
201801171058,10/11/2022 23:46:16,10/11/2022 23:57:55,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2, , ,1,1,2, ,1,3, ,3,2,3,5,3,1,2,3, , , ,2,1,4, , , , , , ,2,2,3,1,1,2,2,1,2,1,2,1,0, ,65, ,1,2,1,2,2,1,2,2, ,1,3,1,2,1,2,3,2,1,3,3,2,1,2,1,1,2,1,2, , ,3,3,2,1,1,2,1,2,1,2,3,2,3,2,1,1,1,2,3,1,2,1,2,1,1, ,1,2,2,1,4,8,2,2,2,1,6,2, ,1,3,5,1,1,2,10, ,3,6,2, ,2,4,1,2,9,5,1,1,3,0.10411095724716361
201801171133,10/11/2022 20:09:13,10/11/2022 20:20:35,1,1,2,1,2,2,2,2,1,1,2,2,2, , , ,2,2,1,1,1, ,1,1, , ,2,3,2,4,3,1,1,2,3,3, , , ,3,1,1,1,2,1, , , , , ,1,1,2,1,2,1,3,25, ,10, ,1,2, , , , , , ,1,2,4,2,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2, ,1,1, , ,1,1,2,1,2,2,5, , , , ,3,1,2,1,3,2,1,1,2,1,2,1, ,1,1,2,1,3,5,2,4,1,1,5,1,1,1,1,3,1,1,1,2,2,2,6,1, ,1,1,1,1,9,2,2,1,3,0.12678080163040395
201801171205,10/11/2022 15:56:21,10/11/2022 16:10:00,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2, , ,1,1,1, ,1,1, , ,2,2,3,5,4,1,1, , , ,1,1,1, , , , , , ,1,4,1,1,4,1,1,2,1,2,1,3,100, ,0, ,3,4,1,1,2,1,4,4, ,2,4,2,3,2,1,3,1,1,1,1,3,2,1,2,2,3,1,3, , ,3,2,3,3,2,1,4,3,5, , , , ,1,2,4,3,1,1,1,1,1,1,1,1, ,1,1,2,1,4,8,1,4,1,2,3,2, ,1,1,1,1,1,1,1,2,1,6,3,1,1,1,1,1,6,1,1,2,2,1.1172612242544724
201801171210,10/11/2022 15:20:20,10/11/2022 15:32:05,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2, , ,2,2, , , , , , , , ,3,3, , , , , , , , , , , , , , , , , , , , ,3,2,2,1,3,1,2,65, ,75, ,2,2,1,1,1,1,2,3, ,2,3,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2, , ,3,3,3,3,2,2,2,2,1,1,2,2,3,2,3,4,1,1,2,1,2,2,1,1, , , , ,2,1,4,8,1,2,2,2,4,1,1,4,1,3,2,4,2,2,1,2,3,4,2,2,3, , ,1,3,1,1,1,1.254827533017204
201801171357,10/12/2022 09:53:11,10/12/2022 10:06:27,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2, , ,2,1,2, ,1,3, ,3,2,1,4,3,1,2,2, , , ,2,2,3, , , , , , ,2,1,1,2,1,3,2,1,2,1,2,1,0, ,80, ,1,1,1,1,1,1,1,1, ,1,3,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1, , ,1,3,3,2,2,2,1,2,5, , , , ,3,1,1,1,1,2,2,1,1,2,1,1, ,1,2,2,1,4,8,3,4,2,2,3,2, ,1,1,1,1,1,1,1,2,1,5,2, ,2,3,1,2,9,3,3,1,3,0.9553392195218249
201801171454,10/11/2022 15:33:26,10/11/2022 15:46:26,1,1,2,1,2,2,2,2,1,1,1,1,1, , , ,1,2,2,2,1, ,1,3, ,3,2,2,3,3,1,1,2,2,3,4, , , ,2,2,1,1,3,2, , , , , ,3,1,1,1,3,1,3,25, ,10, ,1,2, , , , , , ,1,1,3,3,4,1,1,1,1,1,2,1,4,2,2,2,1,1,2, ,2,1, , ,3,3,1,2,3,2,1,3,1,2,1,1,1,3,2,1,2,1,1,1,1,1,2,1,2, ,2,1,4,8,2,3,2,2,4,2, ,1,1,1,1,1,6,3,2,4,2,1, ,1,1,1,1,1,2,2,1,1,1.195162399269612
201801171536,10/11/2022 16:21:50,10/11/2022 22:38:47,1,1,2,1,2,2,1,1,1,1,1,1,1, , , ,1,1,2,1,2, ,1,4, , ,2,1,4,3,2,2,2,2,2,2, , , ,2,2,2,2,2,2, , , , , ,2,2,1,1,3,1,1,0, ,90, ,2,2, , , , , , ,2,2,2,3,2,3,2,2,2,2,2,2,2,1,1,1,2,2,3, ,2,1, , ,2,2,2,2,3,2,1,3,3,3,3,1,2,2,2,2,3,3,2,2,3,1,1, ,2,2,1,2,4,8,3,4,2,1,6,2, ,1,2,2,1,1,5,1,1,1,4,4,2,2,3,1,2,9,3,5,1,3,0.7944042991115138
201801171563,10/13/2022 14:48:03,10/13/2022 15:02:11,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,1,1,1, ,1,2, , ,2,2,4,5,3,1,1, , , ,1,1,1, , , , , , ,2,4,1,1,1,1,1,2,1,2,1,4,100, ,0, ,2,3,1,1,1,1,3,4, ,2,4,2,2,3,1,3,1,1,1,1,3,2,1,2,1,1,2,3, , ,1,2,3,2,1,1,4,3,5, , , , ,1,1,4,3,1,99,1,1,1,2,99,2,1,1, ,2,2,4,8,3,4,2,2,3,2, ,1,1,1,1,1,5,12, ,3,6,1, ,1,1,1,1,1,1,2,2,1,1.2595992581422601
201801171567,10/13/2022 19:21:15,10/13/2022 19:36:07,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2, , ,2,1,1, ,1,1, , ,2,2,2,4,3,1,1, , , ,3,2,1, , , , , , ,3,3,1,2,4,1,1,1,1,3,1,2,85, ,10, ,1,2,1,1,2,1,2,3, ,2,3,1,2,1,1,2,1,1,2,2,2,1,1,2,3,3,2,1, , ,3,3,1,2,1,1,2,1,5, , , , ,1,1,4,2,2,2,2,2,2,2,1,1, ,1,1,2,2,4,8,2,4,1,2,3,2, ,1,1,1,1,1,1,10, ,3,6,1, ,1,1,1,1,9,2,2,2,3,0.9977608507529756
201801171634,10/11/2022 15:39:52,10/11/2022 15:58:39,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2, , ,1,1,1, ,1,1, , ,2,2,2,5,4,1,1, , , ,2,1,1, , , , , , ,1,2,1,1,4,1,1,2,2,3,2,3,60, ,0, ,2,2,1,1,2,1,2,4, ,2,4,2,1,3,2,3,3,1,3,3,2,2,1,2,2,2,3,3, , ,3,2,1,3,1,1,1,1,1,1,4,4,4,1,1,4,3,2,1,1,2,1,3,1,1, ,1,1,2,1,4,8,2,3,1,1,6,1,2,4,1,3,1,3,1,12, ,3,5,1, ,1,1,1,1,9,2,1,2,3,0.3419894058282354
201801171655,10/12/2022 00:36:59,10/12/2022 01:01:20,2,1,2,1,2,2,2,2,1,1,99,2,2, , , ,99,2,4,2,4,1,1,3, ,3,2,99,3,3,1,1,3,1,1,1, , , ,1,2,2,1,1,2, , , , , ,3,2,2,1,1,1,1,0, ,40, ,1,1, , , , , , ,1,1,4,3,4,2,1,2,3,1,2,1,2,1,1,2,2,2,1, ,2,1, , ,4,3,2,2,99,2,4, , , , ,3,3,2,2,2,2,1,99,1,1,2,1, ,3,1,2,1,4,8,1,4,2,2,3,2, ,1,1,1,1,1,3,1,2,1,6,1, ,1,2,1,2,2,3,2,2,2,1.1867579958673427
201801171761,10/11/2022 22:59:04,10/11/2022 23:12:55,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2, , ,4,1,2, ,3, , , , ,1,5,1,1,1,3, , , ,1,1,4, , , , , , ,1,4,3,1,1,2,2,1,1,1,1,3,0, ,100, ,1,1,1,2,2,1,2,1, ,1,2,1,4,3,1,1,1,1,1,1,4,1,1,1,1,3,1,2, , ,3,1,3,1,2,2,1,1,4, , , , ,2,1,1,1,1,1,1,1,1,1,1,1, ,4,2,2,1,4,8,3,2,1,3,2,2, ,1,1,1,1,1,6,9, ,3,6,3,2,2,3,1,2,1,3,1,2,1,2.7935641235341335
201801171837,10/11/2022 15:19:48,10/11/2022 15:28:43,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2, , ,1,1,1, ,1,1, , ,2,2,3,3,4,1,2, , , ,1,2,3, , , , , , ,1,3,1,2,4,1,1,2,1,2,1,3,75, ,0, ,3,3,1,1,1,1,3,4, ,2,3,2,2,2,1,3,2,1,2,1,1,1,2,2,2,1,3,3, , ,3,3,2,2,1,1,2,1,1,2,3,3,3,1,2,4,2,2,2,1,1,2,1,1,1, ,1,1,2,1,4,8,2,2,2,3,2,2, ,1,1,1,1,1,1,1,2,1,5,1, ,1,2,1,1,9,3,1,2,2,0.8674680135569713
201801172056,10/11/2022 15:48:29,10/11/2022 15:56:44,2,1,2,1,2,2,2,2,1,2,2,1,2, , , ,1,2,2,2,4,3,1,1, , ,2,3,5,5,2,1,1,3,3,4, , , ,3,3,1,1,3,2, , , , , ,3,1,2,2,3,1,3,50, ,3, ,3,3, , , , , , ,2,2,4,2,3,1,1,3,2,1,3,1,1,1,1,2,3,3,3, ,4,1, , ,3,4,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1, ,1,3,2,1,4,8,2,3,1,1,5,2, ,1,1,1,1,1,1,9, ,3,6,4,1,1,2,1,1,9,3,1,2,3,1.0544606329754678
201801172081,10/12/2022 03:05:46,10/12/2022 03:18:37,1,1,2,1,2,2,2,2,1,1,1,2,1, , , ,1,1,1,2,1, ,1,1, , ,2,2,2,4,3,1,1,2,3,3, , , ,3,3,3,1,3,1, , , , , ,1,2,2,1,2,1,3,75, ,0, ,2,3, , , , , , ,2,2,3,3,2,3,1,3,3,1,2,1,1,1,2,2,2,1,1, ,3,1, , ,2,2,1,1,2,2,5, , , , ,1,1,4,2,1,1,1,2,1,1,1,1, ,2,1,2,1,4,8,2,4,2,2,3,2, ,1,1,1,1,1,1,1,2,1,5,3,1,1,1,1,1,8,2,2,2,2,1.0357208397261517
